0.89,4.106071429,4.683714286
0.895,4.10625,4.684285714
0.9,4.106428571,4.684857143
0.905,4.106607143,4.685428571
0.91,4.106785714,4.686
0.915,4.106964286,4.686571429
0.92,4.107142857,4.687142857
0.925,4.107321429,4.687714286
0.93,4.1075,4.688285714
0.935,4.107678571,4.688857143
0.94,4.107857143,4.689428571
0.945,4.108035714,4.69
0.95,4.108214286,4.690294118
0.955,4.108392857,4.690588235
0.96,4.108571429,4.690882353
0.965,4.10875,4.691176471
0.97,4.108928571,4.691470588
0.975,4.109107143,4.691764706
0.98,4.109285714,4.692058824
0.985,4.109464286,4.692352941
0.99,4.109642857,4.692647059
0.995,4.109821429,4.692941176
1,4.11,4.7
